English,Tunisian
"Regarding the utility connections, have you received final approval from the public water and sewage authorities?",Tunisian: بالنّسبة للربط متاع الشبكات، خذيت الموافقة النهائية من عند الصوناد والأوناس؟
"Yes, we have. The public water company has approved the connection point at Elm Street, and the national sanitation office has signed off on our link to the main sewer line.",إي، عنا. الصوناد وافقت على نقطة الربط في Elm Street، والأوناس صادقت على الربط متاعنا بالخطّ الرئيسي متاع الواد الحارّ.
Perfect. Please make sure copies of those approvals are included in the final submission file.,مريقل. بالله تأكّد اللي نسخ من الموافقات هاذم مرفقين في الدوسي النهائي اللي باش نقدّموه.
My landlord just told me he sold the building. Does this mean I have to move out?,مولى الدار قالّي توّا باع العمارة. معناه لازمني نخرج من الشقّة؟
"No, not at all. The sale of the property does not terminate your lease. Your rental agreement is transferred to the new owner, who must respect all its terms until it expires.",لا، بالكلّ. بيع العقّار ما يفسخش عقد الكراء متاعك. عقد الكراء متاعك يتعدّى للمولّى الجديد، والّي لازم يحترم كلّ الشروط متاعو حتّى يوفّى أجلو.
"Hey, I'm so sorry, I think I'm lost. I followed the directions but I must have taken a wrong turn.",عسلامة، سامحني برشا، نظنّي ضعت. تبّعت الdirections أمّا يظهرلي خديت دورة غالطة.
"Don't worry, it happens! Where are you now? What do you see around you?",ما تقلقش، تصير! وينك توّا؟ شنيا تشوف حواليك؟
"I'm on a street called 'Jasmine Street,' and there's a small grocery store on the corner.","أنا في زنقة اسمها ""زنقة الياسمين""، وفمّا قوتري صغير في الزّاوية."
"Oh, I know exactly where you are! You went one street too far. Just turn around, go back to the main road, and take the next right. I'm literally two minutes away.",آه، نعرف بالضبط وينك! تعدّيت زنقة برك. برك دور، ارجع للطريق الكبيرة، وخوذ اليمين الجاية. أنا بالحق دقيقتين عليك برك.
"Hey, do you want a cigarette?",تي، تحب سيڨارة؟
"Yes please, my friend. You saved me.",إي، عيشك يا صاحبي. سلكتني.
No problem at all.,Tunisian: ما فيها حتى مشكل
Having a beautiful outdoor space is very important to my family. We want a nice garden and a terrace area where we can relax and entertain guests.,تونسية: بلاصة برّا مزينة برشة راهي مهمّة برشة لعيلتي. نحبّو جنينة مزينة و terrasse نرتاحو فيها و نستقبلو فيها الضياف.
Absolutely. A connection to the outdoors is key in Tunisian homes. We'll design a fluid transition from the living area to a garden or courtyard space.,أكيد. الكونيكسيون مع البرّا مهمّة برشة في ديار التوانسة. باش نعملو انتقال سلس وطبيعي من الليڤينغ للجنينة ولا لفضاء الحوش.
"So, we can either build the technology in-house which is costly but gives us control, or partner with a vendor which is faster but creates dependency.",دونك، يا إمّا نبنيو التكنولوجيا وحدنا داخل الشركة in-house، هذا مكلّف أمّا يخلّينا نتحكّمو فيها، يا ندخلو في شراكة مع مزوّد، أسرع أمّا يخلّينا متعلّقين بيه.
Thank you for the clear summary. The long-term strategic advantage is more important. We will build it in-house. Let's make it happen.,يعطيك الصحّة على الخلاصة الواضحة. الميزة الستراتيجيّة على المدى الطويل أهمّ. باش نبنيوها in-house. خلّينا نحقّقوها.
"Hello, could you please tell me the cost of a consultation with the doctor?",عسلامة، بالله تنجم تقولّي قدّاش الكشفيّة عند الطبيب؟
"Hello, the consultation fee is 80 dinars.",عسلامة، الكشفيّة 80 دينار.
"Hello, Madame. It's wonderful to see such a great turnout for the book fair.",عسلامة، مدام. شي يفرّح برشة نشوفو هالإقبال الكبير على معرض الكتاب.
"Hello, Sir. We are very pleased. Have you seen the new collection of Tunisian storybooks over there?",عسلامة سيّدي. فرحانين برشة. شفت الكلكسيون الجديدة متاع كتب الحكايات التونسية اللي غادي؟
"Oh, excellent! I will certainly take a look. Thank you.",هايل! بطبيعة باش نطلّ عليه. يعطيك الصحّة.
"Before we finalize everything, what do we need to know about visas for Tunisia?",قبل ما نكمّلو كلّ شي، شنوّة يلزمنا نعرفو على الفيزا متاع تونس؟
It depends on your passport. Citizens from most European countries and North America can enter for up to 90 days without a visa.,على حساب الباسبور متاعك. المواطنين من أغلب البلدان الأوروبيّة وأمريكا الشماليّة ينجمو يدخلوا حتى لـ90 نهار من غير فيزا.
That's good to know. And my passport must be valid for how long?,مزيانة المعلومة هاذي. والباسبور متاعي لازمو يكون صالح قدّاش من مدّة؟
Your passport needs to be valid for at least six months from your planned date of entry.,يلزم باسبورتك يكون صالح على الأقلّ ستّة شهور من نهار الدخول اللي ناوي تدخل فيه.
"Hello, good morning. Is this the official service center for Samsung appliances?",عسلامة، صباح الخير. هو هذا الservice center الرسمي متاع أجهزة Samsung؟
"Good morning, madam. Yes, you have reached the Samsung authorized service center. How can I help you today?",صباح الخير مدام. إي، انت وصلت لمركز الصيانة المعتمد متاع Samsung. شنوة نجم نعاونك اليوم؟
"Since she can't speak, can you tell me what happened?",Tunisian: خاطر هي ما تنجمش تحكي، تنجم تقولّي شنيا صارلها؟
"She suddenly said she felt very dizzy, and then she just collapsed. This has never happened before.",فجأة قالت حسّت بروحها دايخة برشا، ومن بعد طاحت هكّاكا. عمرها ما صارتلها قبل.
Does she have any known medical conditions? Or a family history of heart problems?,عندها مشاكل صحّية معروفة؟ ولا عندها تاريخ عائلي مع أمراض متاع القلب؟
